category_id,category_name,parent_id,parent_name,root_id,root_name,path
32264,Countries,32263,International Data,32263,International Data,International Data > Countries
32641,Afghanistan,32264,Countries,32263,International Data,International Data > Countries > Afghanistan
32643,Albania,32264,Countries,32263,International Data,International Data > Countries > Albania
32644,Algeria,32264,Countries,32263,International Data,International Data > Countries > Algeria
32645,American Samoa,32264,Countries,32263,International Data,International Data > Countries > American Samoa
32646,Andorra,32264,Countries,32263,International Data,International Data > Countries > Andorra
32647,Angola,32264,Countries,32263,International Data,International Data > Countries > Angola
32648,Anguilla,32264,Countries,32263,International Data,International Data > Countries > Anguilla
32650,Antigua and Barbuda,32264,Countries,32263,International Data,International Data > Countries > Antigua and Barbuda
32651,Argentina,32264,Countries,32263,International Data,International Data > Countries > Argentina
32652,Armenia,32264,Countries,32263,International Data,International Data > Countries > Armenia
32653,Aruba,32264,Countries,32263,International Data,International Data > Countries > Aruba
32269,Australia,32264,Countries,32263,International Data,International Data > Countries > Australia
32282,Austria,32264,Countries,32263,International Data,International Data > Countries > Austria
32654,Azerbaijan,32264,Countries,32263,International Data,International Data > Countries > Azerbaijan
32655,Bahamas,32264,Countries,32263,International Data,International Data > Countries > Bahamas
32656,Bahrain,32264,Countries,32263,International Data,International Data > Countries > Bahrain
32657,Bangladesh,32264,Countries,32263,International Data,International Data > Countries > Bangladesh
32658,Barbados,32264,Countries,32263,International Data,International Data > Countries > Barbados
32659,Belarus,32264,Countries,32263,International Data,International Data > Countries > Belarus
32270,Belgium,32264,Countries,32263,International Data,International Data > Countries > Belgium
32660,Belize,32264,Countries,32263,International Data,International Data > Countries > Belize
32661,Benin,32264,Countries,32263,International Data,International Data > Countries > Benin
32662,Bermuda,32264,Countries,32263,International Data,International Data > Countries > Bermuda
32663,Bhutan,32264,Countries,32263,International Data,International Data > Countries > Bhutan
32664,"Bolivia, Plurinational State of",32264,Countries,32263,International Data,"International Data > Countries > Bolivia, Plurinational State of"
32665,Caribbean Netherlands,32264,Countries,32263,International Data,International Data > Countries > Caribbean Netherlands
32666,Bosnia and Herzegovina,32264,Countries,32263,International Data,International Data > Countries > Bosnia and Herzegovina
32667,Botswana,32264,Countries,32263,International Data,International Data > Countries > Botswana
32327,Brazil,32264,Countries,32263,International Data,International Data > Countries > Brazil
32669,British Indian Ocean Territory,32264,Countries,32263,International Data,International Data > Countries > British Indian Ocean Territory
32670,Brunei Darussalam,32264,Countries,32263,International Data,International Data > Countries > Brunei Darussalam
